Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
23,2015,,Josh Ravin,27,2,1,0.667,6.75,9,0,4,0,0,0,9.1,13,7,7,3,4,0,12,1,0,1,47,57,6.35,1.821,12.5,2.9,3.9,11.6,3.0,Right,No
24,2015,,Joe Wieland,25,0,1,0.0,8.31,2,2,0,0,0,0,8.2,10,8,8,2,5,1,4,0,0,0,40,46,6.94,1.731,10.4,2.1,5.2,4.2,0.8,Right,No
25,2015,,Danny Coulombe,25,0,0,0.0,7.56,5,0,3,0,0,0,8.1,9,7,7,0,6,0,7,0,0,1,40,51,3.61,1.8,9.7,0.0,6.5,7.6,1.17,Left,No
26,2015,,Brandon Beachy,28,0,1,0.0,7.88,2,2,0,0,0,0,8.0,10,7,7,1,6,2,5,0,0,0,39,49,5.76,2.0,11.3,1.1,6.8,5.6,0.83,Right,No
27,2015,,Chin-hui Tsao,34,1,1,0.5,10.29,5,0,0,0,0,0,7.0,15,9,8,3,3,1,7,0,0,0,37,38,7.99,2.571,19.3,3.9,3.9,9.0,2.33,Right,No
28,2015,,David Huff,30,0,0,0.0,9.0,3,1,1,0,0,0,6.0,11,6,6,2,1,0,4,1,0,0,30,44,7.13,2.0,16.5,3.0,1.5,6.0,4.0,Left,No
29,2015,,Zach Lee,23,0,1,0.0,13.5,1,1,0,0,0,0,4.2,11,7,7,1,1,0,3,0,0,0,24,30,5.28,2.571,21.2,1.9,1.9,5.8,3.0,Right,No
30,2015,,Eric Surkamp,27,0,0,0.0,10.8,1,0,0,0,0,0,3.1,4,4,4,2,1,0,4,2,0,0,16,38,11.23,1.5,10.8,5.4,2.7,10.8,4.0,Left,No
31,2015,,Matt West,26,0,0,0.0,0.0,2,0,2,0,0,0,3.0,2,0,0,0,1,0,2,0,0,0,11,0,2.8,1.0,6.0,0.0,3.0,6.0,2.0,Right,No
1,2014,SP,Zack Greinke,30,17,8,0.68,2.71,32,32,0,0,0,0,202.1,190,69,61,19,43,3,207,2,0,12,821,129,2.97,1.152,8.5,0.8,1.9,9.2,4.81,Right,No
2,2014,SP,Clayton Kershaw,26,21,3,0.875,1.77,27,27,0,6,2,0,198.1,139,42,39,9,31,0,239,2,2,7,749,197,1.81,0.857,6.3,0.4,1.4,10.8,7.71,Left,No
3,2014,SP,Dan Haren,33,13,11,0.542,4.02,32,32,0,0,0,0,186.0,183,101,83,27,36,7,145,3,1,8,776,87,4.09,1.177,8.9,1.3,1.7,7.0,4.03,Right,No
4,2014,SP,Hyun Jin Ryu,27,14,7,0.667,3.38,26,26,0,0,0,0,152.0,152,60,57,8,29,2,139,3,0,2,631,103,2.62,1.191,9.0,0.5,1.7,8.2,4.79,Left,No
5,2014,SP,Josh Beckett,34,6,6,0.5,2.88,20,20,0,1,1,0,115.2,96,41,37,17,39,2,107,5,0,1,475,121,4.33,1.167,7.5,1.3,3.0,8.3,2.74,Right,No
6,2014,CL,Kenley Jansen,26,2,3,0.4,2.76,68,0,57,0,0,44,65.1,55,20,20,5,19,2,101,0,0,2,268,127,1.91,1.133,7.6,0.7,2.6,13.9,5.32,Right,No
7,2014,RP,Jamey Wright,39,5,4,0.556,4.35,61,1,22,0,0,1,70.1,72,35,34,3,27,4,54,4,0,5,308,80,3.47,1.408,9.2,0.4,3.5,6.9,2.0,Right,No
8,2014,RP,Brandon League,31,2,3,0.4,2.57,63,0,12,0,0,0,63.0,65,23,18,0,27,5,38,4,0,4,273,136,3.4,1.46,9.3,0.0,3.9,5.4,1.41,Right,No
9,2014,RP,J.P. Howell,31,3,3,0.5,2.39,68,0,8,0,0,0,49.0,31,14,13,2,25,1,48,1,0,3,199,147,3.3,1.143,5.7,0.4,4.6,8.8,1.92,Left,No
10,2014,RP,Brian Wilson,32,2,4,0.333,4.66,61,0,6,0,0,1,48.1,49,26,25,5,29,3,54,4,0,1,223,75,4.29,1.614,9.1,0.9,5.4,10.1,1.86,Right,No
11,2014,,Paul Maholm,32,1,5,0.167,4.84,30,8,7,0,0,0,70.2,82,44,38,8,28,3,34,3,1,2,311,72,4.96,1.557,10.4,1.0,3.6,4.3,1.21,Left,No
12,2014,,Chris Perez,28,1,3,0.25,4.27,49,0,15,0,0,1,46.1,38,23,22,6,25,0,39,5,0,4,200,82,5.07,1.36,7.4,1.2,4.9,7.6,1.56,Right,No
13,2014,,Roberto Hernández,33,2,3,0.4,4.74,9,9,0,0,0,0,43.2,48,27,23,8,18,0,30,2,0,1,195,74,5.51,1.511,9.9,1.6,3.7,6.2,1.67,Right,No
14,2014,,Carlos Frías,24,1,1,0.5,6.12,15,2,7,0,0,0,32.1,33,22,22,4,7,1,29,0,0,2,137,58,3.6,1.237,9.2,1.1,1.9,8.1,4.14,Right,No
15,2014,,Kevin Correia,33,2,4,0.333,8.03,9,3,3,0,0,0,24.2,34,28,22,7,8,1,18,0,0,4,115,44,6.33,1.703,12.4,2.6,2.9,6.6,2.25,Right,No
16,2014,,Pedro Báez,26,0,0,0.0,2.63,20,0,8,0,0,0,24.0,16,7,7,3,5,1,18,0,0,0,92,135,3.88,0.875,6.0,1.1,1.9,6.8,3.6,Right,No
17,2014,,Chris Withrow,25,0,0,0.0,2.95,20,0,0,0,0,0,21.1,10,8,7,1,18,0,28,1,0,4,90,120,3.79,1.313,4.2,0.4,7.6,11.8,1.56,Right,No
18,2014,,Paco Rodríguez,23,1,0,1.0,3.86,19,0,1,0,0,0,14.0,12,6,6,1,4,0,14,0,0,0,53,93,2.92,1.143,7.7,0.6,2.6,9.0,3.5,Left,No
19,2014,,Yimi García,23,0,0,0.0,1.8,8,0,5,0,0,0,10.0,6,2,2,2,1,0,9,0,0,0,36,202,4.23,0.7,5.4,1.8,0.9,8.1,9.0,Right,No
20,2014,,José Domínguez,23,0,0,0.0,11.37,5,0,2,0,0,0,6.1,7,8,8,2,3,0,8,1,0,0,30,33,6.61,1.579,9.9,2.8,4.3,11.4,2.67,Right,No
21,2014,,Stephen Fife,27,0,0,0.0,6.0,1,1,0,0,0,0,6.0,7,4,4,3,1,0,5,1,0,0,27,62,8.97,1.333,10.5,4.5,1.5,7.5,5.0,Right,No
22,2014,,Red Patterson,27,0,0,0.0,1.93,1,1,0,0,0,0,4.2,2,1,1,0,3,0,1,0,0,0,19,197,4.63,1.071,3.9,0.0,5.8,1.9,0.33,Right,No
23,2014,,Danny Coulombe,24,0,0,0.0,4.15,5,0,0,0,0,0,4.1,5,3,2,1,2,0,4,0,0,2,22,92,5.67,1.615,10.4,2.1,4.2,8.3,2.0,Left,No
24,2014,,Scott Elbert,28,1,0,1.0,2.08,7,0,0,0,0,0,4.1,4,1,1,0,1,0,2,0,0,0,18,185,2.9,1.154,8.3,0.0,2.1,4.2,2.0,Left,No
25,2014,,Drew Butera,30,0,0,0.0,10.8,2,0,2,0,0,0,1.2,2,2,2,1,0,0,2,0,0,0,7,41,8.53,1.2,10.8,5.4,0.0,10.8,0.0,Right,No
1,2013,SP,Clayton Kershaw,25,16,9,0.64,1.83,33,33,0,3,2,0,236.0,164,55,48,11,52,2,232,3,2,12,908,194,2.39,0.915,6.3,0.4,2.0,8.8,4.46,Left,No
2,2013,SP,Hyun Jin Ryu,26,14,8,0.636,3.0,30,30,0,2,1,0,192.0,182,67,64,15,49,4,154,1,0,5,783,119,3.24,1.203,8.5,0.7,2.3,7.2,3.14,Left,No
3,2013,SP,Zack Greinke,29,15,4,0.789,2.63,28,28,0,1,1,0,177.2,152,54,52,13,46,1,148,7,0,5,717,135,3.23,1.114,7.7,0.7,2.3,7.5,3.22,Right,No
4,2013,SP,Chris Capuano,34,4,7,0.364,4.26,24,20,0,0,0,0,105.2,125,57,50,11,24,5,81,0,0,5,457,84,3.55,1.41,10.6,0.9,2.0,6.9,3.38,Left,No
5,2013,SP,Ricky Nolasco,30,8,3,0.727,3.52,16,15,0,0,0,0,87.0,83,40,34,6,21,0,75,6,0,1,366,101,3.15,1.195,8.6,0.6,2.2,7.8,3.57,Right,No
6,2013,CL,Kenley Jansen,25,4,3,0.571,1.88,75,0,45,0,0,28,76.2,48,16,16,6,18,1,111,3,0,2,292,190,1.99,0.861,5.6,0.7,2.1,13.0,6.17,Right,No
7,2013,RP,Ronald Belisario,30,5,7,0.417,3.97,77,0,12,0,0,1,68.0,72,34,30,3,28,10,49,5,0,3,300,90,3.64,1.471,9.5,0.4,3.7,6.5,1.75,Right,No
8,2013,RP,J.P. Howell,30,4,1,0.8,2.03,67,0,6,0,0,0,62.0,42,14,14,2,23,3,54,1,0,3,246,176,2.89,1.048,6.1,0.3,3.3,7.8,2.35,Left,No
9,2013,RP,Paco Rodríguez,22,3,4,0.429,2.32,76,0,11,0,0,2,54.1,30,15,14,5,19,4,63,2,0,3,208,154,3.08,0.902,5.0,0.8,3.1,10.4,3.32,Left,No
10,2013,RP,Brandon League,30,6,4,0.6,5.3,58,0,35,0,0,14,54.1,69,37,32,8,15,1,28,3,0,9,249,68,4.93,1.546,11.4,1.3,2.5,4.6,1.87,Right,No
11,2013,,Stephen Fife,26,4,4,0.5,3.86,12,10,0,0,0,0,58.1,69,29,25,7,20,2,45,5,0,6,258,93,4.35,1.526,10.6,1.1,3.1,6.9,2.25,Right,No
12,2013,,Josh Beckett,33,0,5,0.0,5.19,8,8,0,1,0,0,43.1,50,30,25,8,15,2,41,1,0,0,195,69,4.66,1.5,10.4,1.7,3.1,8.5,2.73,Right,No
13,2013,,Chris Withrow,24,3,0,1.0,2.6,26,0,4,0,0,1,34.2,20,10,10,5,13,0,43,0,0,2,134,139,3.57,0.952,5.2,1.3,3.4,11.2,3.31,Right,No
14,2013,,Matt Guerrier,34,2,3,0.4,4.8,34,0,5,0,0,0,30.0,32,18,16,3,12,2,21,1,0,0,130,75,4.25,1.467,9.6,0.9,3.6,6.3,1.75,Right,No
15,2013,,Edinson Volquez,29,0,2,0.0,4.18,6,5,0,0,0,0,28.0,25,14,13,5,8,0,26,0,0,5,118,86,4.37,1.179,8.0,1.6,2.6,8.4,3.25,Right,No
16,2013,,Matt Magill,23,0,2,0.0,6.51,6,6,0,0,0,0,27.2,27,25,20,6,28,1,26,1,0,1,137,55,7.13,1.988,8.8,2.0,9.1,8.5,0.93,Right,No
17,2013,,Ted Lilly,37,0,2,0.0,5.09,5,5,0,0,0,0,23.0,27,16,13,4,10,0,18,1,0,0,109,71,5.18,1.609,10.6,1.6,3.9,7.0,1.8,Left,No
18,2013,,Carlos Marmol,30,0,0,0.0,2.53,21,0,8,0,0,0,21.1,14,7,6,1,19,2,27,1,1,3,96,143,3.94,1.547,5.9,0.4,8.0,11.4,1.42,Right,No
19,2013,,Peter Moylan,34,1,0,1.0,6.46,14,0,7,0,0,0,15.1,23,11,11,3,7,1,6,0,0,0,70,57,6.18,1.957,13.5,1.8,4.1,3.5,0.86,Right,No
20,2013,,Brian Wilson,31,2,1,0.667,0.66,18,0,8,0,0,0,13.2,8,1,1,0,4,0,13,0,0,0,49,556,2.02,0.878,5.3,0.0,2.6,8.6,3.25,Right,No
21,2013,,Chad Billingsley,28,1,0,1.0,3.0,2,2,0,0,0,0,12.0,12,4,4,1,5,0,6,0,0,0,49,123,4.38,1.417,9.0,0.8,3.8,4.5,1.2,Right,No
22,2013,,Javy Guerra,27,0,0,0.0,6.75,9,0,5,0,0,0,10.2,15,9,8,1,6,0,12,1,0,0,55,55,3.99,1.969,12.7,0.8,5.1,10.1,2.0,Right,No
23,2013,,José Domínguez,22,0,0,0.0,2.16,9,0,2,0,0,0,8.1,11,3,2,0,3,0,4,1,0,1,39,173,3.53,1.68,11.9,0.0,3.2,4.3,1.33,Right,No
24,2013,,Josh Wall,26,0,1,0.0,18.0,6,0,4,0,0,0,7.0,17,14,14,2,6,3,7,0,0,0,44,21,7.33,3.286,21.9,2.6,7.7,9.0,1.17,Right,No
25,2013,,Skip Schumaker,33,0,0,0.0,0.0,2,0,2,0,0,0,2.0,3,0,0,0,3,0,1,0,0,0,12,0,6.55,3.0,13.5,0.0,13.5,4.5,0.33,Right,No
26,2013,,Onelki García,23,0,0,0.0,13.5,3,0,1,0,0,0,1.1,1,2,2,1,4,0,1,0,0,0,9,35,20.3,3.75,6.8,6.8,27.0,6.8,0.25,Left,No
27,2013,,Shawn Tolleson,25,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,2012,SP,Clayton Kershaw,24,14,9,0.609,2.53,33,33,0,2,2,0,227.2,170,70,64,16,63,5,229,5,2,6,901,150,2.89,1.023,6.7,0.6,2.5,9.1,3.63,Left,No
2,2012,SP,Chris Capuano,33,12,12,0.5,3.72,33,33,0,0,0,0,198.1,188,91,82,25,54,4,162,2,0,6,817,102,3.95,1.22,8.5,1.1,2.5,7.4,3.0,Left,No
3,2012,SP,Aaron Harang,34,10,10,0.5,3.61,31,31,0,0,0,0,179.2,167,85,72,14,85,10,131,4,0,4,786,105,4.13,1.403,8.4,0.7,4.3,6.6,1.54,Right,No
4,2012,SP,Chad Billingsley,27,10,9,0.526,3.55,25,25,0,0,0,0,149.2,148,66,59,11,45,2,128,5,0,5,634,107,3.34,1.29,8.9,0.7,2.7,7.7,2.84,Right,No
5,2012,CL,Kenley Jansen,24,5,3,0.625,2.35,65,0,40,0,0,25,65.0,33,18,17,6,22,1,99,3,0,3,252,162,2.4,0.846,4.6,0.8,3.0,13.7,4.5,Right,No
6,2012,RP,Ronald Belisario,29,8,1,0.889,2.54,68,0,13,0,0,1,71.0,47,22,20,3,29,4,69,4,0,1,286,150,3.09,1.07,6.0,0.4,3.7,8.7,2.38,Right,No
7,2012,RP,Jamey Wright,37,5,3,0.625,3.72,66,0,22,0,0,0,67.2,72,35,28,2,30,7,54,4,0,2,306,102,3.39,1.507,9.6,0.3,4.0,7.2,1.8,Right,No
8,2012,RP,Josh Lindblom,25,2,2,0.5,3.02,48,0,12,0,0,0,47.2,42,16,16,9,18,0,43,3,0,1,197,127,5.07,1.259,7.9,1.7,3.4,8.1,2.39,Right,No
9,2012,RP,Javy Guerra,26,2,3,0.4,2.6,45,0,17,0,0,8,45.0,44,13,13,1,23,5,37,1,0,1,196,147,3.34,1.489,8.8,0.2,4.6,7.4,1.61,Right,No
10,2012,,Joe Blanton,31,2,4,0.333,4.99,10,10,0,0,0,0,57.2,66,32,32,7,16,3,51,0,0,1,246,76,3.74,1.422,10.3,1.1,2.5,8.0,3.19,Right,No
11,2012,,Nathan Eovaldi,22,1,6,0.143,4.15,10,10,0,0,0,0,56.1,63,27,26,5,20,2,34,0,0,1,241,92,4.11,1.473,10.1,0.8,3.2,5.4,1.7,Right,No
12,2012,,Ted Lilly,36,5,1,0.833,3.14,8,8,0,0,0,0,48.2,36,23,17,3,19,1,31,2,0,3,202,122,3.92,1.13,6.7,0.6,3.5,5.7,1.63,Left,No
13,2012,,Josh Beckett,32,2,3,0.4,2.93,7,7,0,0,0,0,43.0,43,16,14,5,14,4,38,0,0,1,183,131,3.81,1.326,9.0,1.0,2.9,8.0,2.71,Right,No
14,2012,,Shawn Tolleson,24,3,1,0.75,4.3,40,0,12,0,0,0,37.2,30,19,18,4,20,1,39,1,0,0,160,89,4.08,1.327,7.2,1.0,4.8,9.3,1.95,Right,No
15,2012,,Scott Elbert,26,1,1,0.5,2.2,43,0,12,0,0,0,32.2,27,8,8,3,13,1,29,1,0,3,133,174,3.8,1.224,7.4,0.8,3.6,8.0,2.23,Left,No
16,2012,,Brandon League,29,2,1,0.667,2.3,28,0,15,0,0,6,27.1,17,7,7,0,14,4,27,1,0,1,108,167,2.76,1.134,5.6,0.0,4.6,8.9,1.93,Right,No
17,2012,,Stephen Fife,25,0,2,0.0,2.7,5,5,0,0,0,0,26.2,25,8,8,2,12,0,20,2,0,4,115,143,4.14,1.388,8.4,0.7,4.1,6.8,1.67,Right,No
18,2012,,Todd Coffey,31,1,0,1.0,4.66,23,0,5,0,0,0,19.1,17,11,10,1,9,1,18,2,0,1,83,83,3.61,1.345,7.9,0.5,4.2,8.4,2.0,Right,No
19,2012,,Matt Guerrier,33,0,2,0.0,3.86,16,0,2,0,0,0,14.0,8,6,6,3,7,1,9,1,0,0,56,101,6.31,1.071,5.1,1.9,4.5,5.8,1.29,Right,No
20,2012,,Randy Choate,36,0,0,0.0,4.05,36,0,0,0,0,0,13.1,13,7,6,1,9,3,11,2,0,0,64,96,4.89,1.65,8.8,0.7,6.1,7.4,1.22,Left,No
21,2012,,Paco Rodríguez,21,0,1,0.0,1.35,11,0,2,0,0,0,6.2,3,1,1,0,4,1,6,0,0,0,26,298,3.09,1.05,4.1,0.0,5.4,8.1,1.5,Left,No
22,2012,,Mike MacDougal,35,0,0,0.0,7.94,7,0,1,0,0,0,5.2,9,5,5,0,6,0,4,0,0,0,32,51,4.86,2.647,14.3,0.0,9.5,6.4,0.67,Right,No
23,2012,,Josh Wall,25,1,0,1.0,4.76,7,0,6,0,0,0,5.2,3,3,3,1,1,0,4,1,0,2,21,85,5.04,0.706,4.8,1.6,1.6,6.4,4.0,Right,No
24,2012,,John Ely,26,0,2,0.0,20.25,2,0,1,0,0,0,2.2,6,6,6,0,4,2,3,1,0,0,19,22,6.47,3.75,20.3,0.0,13.5,10.1,0.75,Right,No
25,2012,,Rubby De La Rosa,23,0,0,0.0,27.0,1,0,0,0,0,0,0.2,0,2,2,0,2,0,0,0,0,0,4,23,12.09,3.0,0.0,0.0,27.0,0.0,0.0,Right,No
1,2011,SP,Clayton Kershaw,23,21,5,0.808,2.28,33,33,0,5,2,0,233.1,174,66,59,15,54,2,248,3,1,5,912,161,2.47,0.977,6.7,0.6,2.1,9.6,4.59,Left,No
2,2011,SP,Hiroki Kuroda,36,13,16,0.448,3.07,32,32,0,0,0,0,202.0,196,77,69,24,49,6,161,5,1,12,838,120,3.78,1.213,8.7,1.1,2.2,7.2,3.29,Right,No
3,2011,SP,Ted Lilly,35,12,14,0.462,3.97,33,33,0,0,0,0,192.2,172,88,85,28,51,8,158,9,2,2,800,93,4.21,1.157,8.0,1.3,2.4,7.4,3.1,Left,No
4,2011,SP,Chad Billingsley,26,11,11,0.5,4.21,32,32,0,1,0,0,188.0,189,98,88,14,84,4,152,7,0,5,829,87,3.83,1.452,9.0,0.7,4.0,7.3,1.81,Right,No
5,2011,CL,Javy Guerra,25,2,2,0.5,2.31,47,0,38,0,0,21,46.2,37,12,12,2,18,1,38,3,0,2,195,160,3.3,1.179,7.1,0.4,3.5,7.3,2.11,Right,No
6,2011,RP,Matt Guerrier,32,4,3,0.571,4.07,70,0,12,0,0,1,66.1,59,31,30,4,25,5,50,0,0,2,282,91,3.43,1.266,8.0,0.5,3.4,6.8,2.0,Right,No
7,2011,RP,Mike MacDougal,34,3,1,0.75,2.05,69,0,14,0,0,1,57.0,54,16,13,3,29,3,41,3,0,3,247,180,3.95,1.456,8.5,0.5,4.6,6.5,1.41,Right,No
8,2011,RP,Kenley Jansen,23,2,1,0.667,2.85,51,0,13,0,0,5,53.2,30,17,17,3,26,0,96,2,2,0,218,130,1.74,1.043,5.0,0.5,4.4,16.1,3.69,Right,No
9,2011,RP,Blake Hawksworth,28,2,5,0.286,4.08,49,0,12,0,0,0,53.0,45,29,24,6,17,3,43,0,0,5,219,91,3.84,1.17,7.6,1.0,2.9,7.3,2.53,Right,No
10,2011,,Rubby De La Rosa,22,4,5,0.444,3.71,13,10,2,0,0,0,60.2,54,26,25,6,31,3,60,0,0,3,254,100,3.87,1.401,8.0,0.9,4.6,8.9,1.94,Right,No
11,2011,,Jon Garland,31,1,5,0.167,4.33,9,9,0,1,0,0,54.0,55,26,26,6,20,0,28,2,1,0,230,85,4.65,1.389,9.2,1.0,3.3,4.7,1.4,Right,No
12,2011,,Nathan Eovaldi,21,1,2,0.333,3.63,10,6,1,0,0,0,34.2,28,14,14,2,20,0,23,2,0,0,146,102,4.35,1.385,7.3,0.5,5.2,6.0,1.15,Right,No
13,2011,,Scott Elbert,25,0,1,0.0,2.43,47,0,11,0,0,2,33.1,27,9,9,1,14,4,34,1,0,2,139,153,2.73,1.23,7.3,0.3,3.8,9.2,2.43,Left,No
14,2011,,Dana Eveland,27,3,2,0.6,3.03,5,5,0,0,0,0,29.2,28,10,10,1,6,0,16,2,0,0,118,123,3.19,1.146,8.5,0.3,1.8,4.9,2.67,Left,No
15,2011,,Josh Lindblom,24,1,0,1.0,2.73,27,0,8,0,0,0,29.2,21,9,9,0,10,3,28,2,0,3,116,136,2.35,1.045,6.4,0.0,3.0,8.5,2.8,Right,No
16,2011,,Hung-Chih Kuo,29,1,2,0.333,9.0,40,0,5,0,0,0,27.0,24,29,27,4,23,2,36,2,0,2,127,41,5.06,1.741,8.0,1.3,7.7,12.0,1.57,Left,No
17,2011,,Ramon Troncoso,28,0,0,0.0,6.75,18,0,13,0,0,0,22.2,38,18,17,5,4,1,14,0,0,2,103,55,5.19,1.853,15.1,2.0,1.6,5.6,3.5,Right,No
18,2011,,Lance Cormier,30,0,1,0.0,9.88,9,0,8,0,0,0,13.2,22,17,15,4,5,0,7,0,0,2,70,38,6.9,1.976,14.5,2.6,3.3,4.6,1.4,Right,No
19,2011,,John Ely,25,0,1,0.0,4.26,5,1,1,0,0,0,12.2,12,6,6,2,7,1,13,0,0,0,56,89,4.68,1.5,8.5,1.4,5.0,9.2,1.86,Right,No
20,2011,,Jonathan Broxton,27,1,2,0.333,5.68,14,0,12,0,0,7,12.2,15,10,8,2,9,2,10,0,0,0,62,67,5.63,1.895,10.7,1.4,6.4,7.1,1.11,Right,No
21,2011,,Vicente Padilla,33,0,0,0.0,4.15,9,0,4,0,0,3,8.2,7,4,4,0,5,0,9,0,0,0,36,93,2.68,1.385,7.3,0.0,5.2,9.3,1.8,Right,No
1,2010,SP,Clayton Kershaw,22,13,10,0.565,2.91,32,32,0,1,1,0,204.1,160,73,66,13,81,9,212,7,2,5,848,133,3.12,1.179,7.0,0.6,3.6,9.3,2.62,Left,No
2,2010,SP,Hiroki Kuroda,35,11,13,0.458,3.39,31,31,0,0,0,0,196.1,180,87,74,15,48,13,159,5,0,12,810,114,3.26,1.161,8.3,0.7,2.2,7.3,3.31,Right,No
3,2010,SP,Chad Billingsley,25,12,11,0.522,3.57,31,31,0,1,1,0,191.2,176,82,76,8,69,7,171,10,0,4,817,109,3.07,1.278,8.3,0.4,3.2,8.0,2.48,Right,No
4,2010,SP,John Ely,24,4,10,0.286,5.49,18,18,0,0,0,0,100.0,105,63,61,12,40,2,76,2,0,4,430,71,4.38,1.45,9.5,1.1,3.6,6.8,1.9,Right,No
5,2010,SP,Vicente Padilla,32,6,5,0.545,4.07,16,16,0,1,1,0,95.0,79,46,43,14,24,4,84,7,1,0,389,95,4.21,1.084,7.5,1.3,2.3,8.0,3.5,Right,No
6,2010,SP,Ted Lilly,34,7,4,0.636,3.52,12,12,0,1,1,0,76.2,61,30,30,13,15,1,77,3,0,0,305,110,3.98,0.991,7.2,1.5,1.8,9.0,5.13,Left,No
7,2010,CL,Jonathan Broxton,26,5,6,0.455,4.04,64,0,46,0,0,22,62.1,64,30,28,4,28,5,73,2,0,1,271,96,3.01,1.476,9.2,0.6,4.0,10.5,2.61,Right,No
8,2010,RP,Hung-Chih Kuo,28,3,2,0.6,1.2,56,0,16,0,0,12,60.0,29,8,8,1,18,0,73,1,1,3,229,324,1.81,0.783,4.4,0.2,2.7,11.0,4.06,Left,No
9,2010,RP,Ronald Belisario,27,3,1,0.75,5.04,59,0,13,0,0,2,55.1,52,31,31,6,19,4,38,3,1,4,233,77,4.31,1.283,8.5,1.0,3.1,6.2,2.0,Right,No
10,2010,RP,Ramon Troncoso,27,2,3,0.4,4.33,52,0,13,0,0,0,54.0,55,28,26,7,18,5,34,3,0,2,234,90,4.67,1.352,9.2,1.2,3.0,5.7,1.89,Right,No
11,2010,RP,George Sherrill,33,2,2,0.5,6.69,65,0,12,0,0,0,36.1,46,28,27,4,24,4,25,1,0,1,180,58,5.2,1.927,11.4,1.0,5.9,6.2,1.04,Left,No
12,2010,,Carlos Monasterios,24,3,5,0.375,4.38,32,13,5,0,0,0,88.1,99,48,43,15,29,3,52,8,1,7,399,89,5.37,1.449,10.1,1.5,3.0,5.3,1.79,Right,No
13,2010,,Jeff Weaver,33,5,1,0.833,6.09,43,0,9,0,0,0,44.1,48,30,30,5,20,5,26,1,0,0,197,64,4.79,1.534,9.7,1.0,4.1,5.3,1.3,Right,No
14,2010,,Charlie Haeger,26,0,4,0.0,8.4,9,6,1,0,0,0,30.0,36,32,28,4,26,0,30,1,0,4,151,47,5.51,2.067,10.8,1.2,7.8,9.0,1.15,Right,No
15,2010,,Ramon Ortiz,37,1,2,0.333,6.3,16,2,3,0,0,0,30.0,33,22,21,5,16,2,21,0,1,1,135,62,5.45,1.633,9.9,1.5,4.8,6.3,1.31,Right,No
16,2010,,Kenley Jansen,22,1,0,1.0,0.67,25,0,8,0,0,4,27.0,12,2,2,0,15,1,41,1,0,1,109,588,1.82,1.0,4.0,0.0,5.0,13.7,2.73,Right,No
17,2010,,Justin Miller,32,0,0,0.0,4.44,19,0,7,0,0,0,24.1,22,12,12,4,8,2,30,3,1,2,103,88,4.11,1.233,8.1,1.5,3.0,11.1,3.75,Right,No
18,2010,,Travis Schlichting,25,1,0,1.0,3.57,14,0,6,0,0,0,22.2,20,9,9,0,10,2,14,0,0,1,98,110,3.17,1.324,7.9,0.0,4.0,5.6,1.4,Right,No
19,2010,,Octavio Dotel,36,1,1,0.5,3.38,19,0,12,0,0,1,18.2,11,7,7,3,11,3,21,0,0,3,78,117,4.69,1.179,5.3,1.4,5.3,10.1,1.91,Right,No
20,2010,,Jon Link,26,0,0,0.0,4.15,9,0,6,0,0,0,8.2,12,7,4,0,4,1,4,0,0,1,40,97,3.54,1.846,12.5,0.0,4.2,4.2,1.0,Right,No
21,2010,,James McDonald,25,0,1,0.0,8.22,4,1,0,0,0,0,7.2,11,7,7,1,5,1,7,0,0,0,38,49,4.91,2.087,12.9,1.2,5.9,8.2,1.4,Right,No
22,2010,,Russ Ortiz,36,0,1,0.0,10.29,6,0,1,0,0,0,7.0,10,8,8,0,5,1,6,0,0,1,35,40,3.51,2.143,12.9,0.0,6.4,7.7,1.2,Right,No
23,2010,,Scott Elbert,24,0,0,0.0,13.5,1,0,0,0,0,0,0.2,1,1,1,0,3,0,0,0,0,0,6,46,16.58,6.0,13.5,0.0,40.5,0.0,0.0,Left,No
24,2010,,Jack Taschner,32,0,0,0.0,27.0,3,0,0,0,0,0,0.1,1,1,1,0,3,0,0,0,0,1,6,31,30.08,12.0,27.0,0.0,81.0,0.0,0.0,Left,No
1,2009,SP,Randy Wolf,32,11,7,0.611,3.23,34,34,0,0,0,0,214.1,178,81,77,24,58,1,160,6,0,4,862,124,3.96,1.101,7.5,1.0,2.4,6.7,2.76,Left,No
2,2009,SP,Chad Billingsley,24,12,11,0.522,4.03,33,32,0,0,0,0,196.1,173,94,88,17,86,7,179,7,0,14,823,99,3.82,1.319,7.9,0.8,3.9,8.2,2.08,Right,No
